QID,Title,Sub Category,Category,CVE ID,Vendor Reference,CVSS Base,CVSS3.1 Base,Bugtraq ID,Modified,Published,Remediation type,concat
376998,Alibaba Cloud Linux Security Update for xstream (ALINUX2-SA-2021:0065),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2021-39154,CVE-2021-39141,CVE-2021-39146,CVE-2021-39144,CVE-2021-39148,CVE-2021-39149,CVE-2021-39152,CVE-2021-39139,CVE-2021-39150,CVE-2021-39145,CVE-2021-39153,CVE-2021-39140,CVE-2021-39147,CVE-2021-39151",ALINUX2-SA-2021:0065,"6,5","8,8",,03/10/2023 at 07:06:06 PM (GMT+0100),09/14/2022 at 03:36:39 PM (GMT+0200),Security Patch Installation,"""376998"": ""Security Patch Installation"","
377053,Alibaba Cloud Linux Security Update for cloud-kernel (ALINUX2-SA-2022:0028),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2020-11668,CVE-2020-11609,CVE-2022-0617,CVE-2022-0886,CVE-2019-19067,CVE-2019-20636,CVE-2019-19074,CVE-2022-1353,CVE-2022-29581,CVE-2019-19057,CVE-2021-45868,CVE-2020-11608,CVE-2022-22942,CVE-2021-4157,CVE-2020-12465,CVE-2022-0330,CVE-2022-1419,CVE-2021-4202,CVE-2021-4203,CVE-2022-0435,CVE-2019-19073,CVE-2022-0847",ALINUX2-SA-2022:0028,9,"8,8",,01/12/2023 at 03:25:18 AM (GMT+0100),09/14/2022 at 03:36:40 PM (GMT+0200),Security Patch Installation,"""377053"": ""Security Patch Installation"","
377068,Alibaba Cloud Linux Security Update for sudo (ALINUX2-SA-2019:0119),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,CVE-2019-14287,ALINUX2-SA-2019:0119,9,"8,8",,01/12/2023 at 03:24:58 AM (GMT+0100),09/14/2022 at 03:36:41 PM (GMT+0200),Security Patch Installation,"""377068"": ""Security Patch Installation"","
377084,Alibaba Cloud Linux Security Update for tomcat (ALINUX2-SA-2020:0032),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,CVE-2020-1938,ALINUX2-SA-2020:0032,"7,5","9,8",,01/21/2023 at 01:00:50 AM (GMT+0100),09/14/2022 at 03:36:41 PM (GMT+0200),Security Patch Installation,"""377084"": ""Security Patch Installation"","
377117,Alibaba Cloud Linux Security Update for cloud-kernel (ALINUX3-SA-2022:0158),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2022-2503,CVE-2022-2078,CVE-2022-1734,CVE-2022-32250,CVE-2022-32296,CVE-2022-33741,CVE-2022-33981,CVE-2022-1012,CVE-2022-2959,CVE-2022-36123,CVE-2022-1462,CVE-2022-1652,CVE-2022-21166,CVE-2022-29581,CVE-2022-1789,CVE-2022-0500,CVE-2022-23816,CVE-2022-21505,CVE-2022-2639,CVE-2022-2588,CVE-2021-33656,CVE-2022-1786,CVE-2022-1729,CVE-2022-1966,CVE-2022-28893,CVE-2022-2153,CVE-2022-2586,CVE-2022-1972,CVE-2022-21123,CVE-2022-29900,CVE-2022-2978,CVE-2022-26365,CVE-2021-33655,CVE-2022-21499,CVE-2022-1975,CVE-2022-1184,CVE-2022-29901,CVE-2022-36879,CVE-2022-33740,CVE-2022-33744,CVE-2022-1974,CVE-2022-21125,CVE-2022-34918,CVE-2022-33742,CVE-2022-2318,CVE-2022-32981,CVE-2022-1836,CVE-2022-33743,CVE-2022-0494,CVE-2022-36946",ALINUX3-SA-2022:0158,"7,2","8,2",,01/12/2023 at 07:01:23 AM (GMT+0100),09/14/2022 at 03:36:42 PM (GMT+0200),Security Patch Installation,"""377117"": ""Security Patch Installation"","
377124,Alibaba Cloud Linux Security Update for cloud-kernel (ALINUX3-SA-2022:0029),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2022-0330,CVE-2022-0185,CVE-2022-0995,CVE-2022-23222,CVE-2021-22600,CVE-2021-4135,CVE-2022-1011,CVE-2021-45402,CVE-2022-24448,CVE-2021-4197,CVE-2022-25636,CVE-2020-36516,CVE-2021-44879,CVE-2022-22942,CVE-2022-27666,CVE-2022-1016,CVE-2021-4204,CVE-2022-0492",ALINUX3-SA-2022:0029,"7,2","8,4",,01/12/2023 at 07:01:34 AM (GMT+0100),09/14/2022 at 03:36:42 PM (GMT+0200),Security Patch Installation,"""377124"": ""Security Patch Installation"","
377154,Alibaba Cloud Linux Security Update for polkit (ALINUX3-SA-2022:0004),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2019-6133,CVE-2021-4034",ALINUX3-SA-2022:0004,"7,2","7,8",,01/12/2023 at 03:25:15 AM (GMT+0100),09/14/2022 at 03:36:42 PM (GMT+0200),Security Patch Installation,"""377154"": ""Security Patch Installation"","
377324,Alibaba Cloud Linux Security Update for sudo (ALINUX3-SA-2022:0113),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2021-23240,CVE-2019-18634,CVE-2019-14287,CVE-2021-3156,CVE-2019-19232,CVE-2021-23239",ALINUX3-SA-2022:0113,9,"8,8",,01/12/2023 at 03:25:05 AM (GMT+0100),09/14/2022 at 03:36:46 PM (GMT+0200),Security Patch Installation,"""377324"": ""Security Patch Installation"","
377399,Alibaba Cloud Linux Security Update for libreoffice (ALINUX3-SA-2022:0038),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2019-9850,CVE-2019-9851,CVE-2019-9849,CVE-2019-9854,CVE-2019-9852,CVE-2019-9853",ALINUX3-SA-2022:0038,"7,5","9,8",,01/12/2023 at 03:24:56 AM (GMT+0100),09/14/2022 at 03:36:47 PM (GMT+0200),Security Patch Installation,"""377399"": ""Security Patch Installation"","
377446,Alibaba Cloud Linux Security Update for libreoffice (ALINUX2-SA-2020:0048),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2019-9850,CVE-2019-9853,CVE-2019-9849,CVE-2019-9854,CVE-2019-9851,CVE-2019-9848,CVE-2019-9852",ALINUX2-SA-2020:0048,"7,5","9,8",,01/12/2023 at 03:24:56 AM (GMT+0100),09/15/2022 at 03:14:28 PM (GMT+0200),Security Patch Installation,"""377446"": ""Security Patch Installation"","
377559,Alibaba Cloud Linux Security Update for libssh (ALINUX3-SA-2022:0067),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2020-1730,CVE-2019-14889",ALINUX3-SA-2022:0067,"9,3","8,8",,02/02/2023 at 04:11:52 AM (GMT+0100),09/14/2022 at 03:36:50 PM (GMT+0200),Security Patch Installation,"""377559"": ""Security Patch Installation"","
377591,Google Chrome Prior to 105.0.5195.125 Multiple Vulnerabilities,"Unix Authenticated Discovery, Patch Available",Local,"CVE-2022-3196,CVE-2022-3200,CVE-2022-3195,CVE-2022-3199,CVE-2022-3197,CVE-2022-3201,CVE-2022-3198,CVE-2022-3842",Google Chrome 105.0.5195.125,"5,4","8,8",,01/02/2023 at 01:30:46 PM (GMT+0100),09/15/2022 at 03:14:28 PM (GMT+0200),Security Patch Installation,"""377591"": ""Security Patch Installation"","
377598,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2022-39),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-3034,CVE-2022-3033,CVE-2022-3032",MFSA2022-39,"5,4","8,1",,01/04/2023 at 04:11:54 AM (GMT+0100),09/20/2022 at 02:42:42 PM (GMT+0200),Security Patch Installation,"""377598"": ""Security Patch Installation"","
377599,Mozilla Firefox ESR Multiple Vulnerabilities (MFSA2022-41),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-40956,CVE-2022-40962,CVE-2022-40960,CVE-2022-40959,CVE-2022-40957,CVE-2022-40958",MFSA2022-41,"5,4","8,8",,01/05/2023 at 04:11:37 AM (GMT+0100),09/21/2022 at 02:45:25 PM (GMT+0200),Security Patch Installation,"""377599"": ""Security Patch Installation"","
377600,Mozilla Firefox Multiple Vulnerabilities (MFSA2022-40),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-40956,CVE-2022-40962,CVE-2022-40960,CVE-2022-40959,CVE-2022-40957,CVE-2022-40958,CVE-2022-40961",MFSA2022-40,"5,4","8,8",,01/05/2023 at 04:11:38 AM (GMT+0100),09/21/2022 at 02:45:25 PM (GMT+0200),Security Patch Installation,"""377600"": ""Security Patch Installation"","
377602,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2022-42),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-40957,CVE-2022-3155,CVE-2022-40960,CVE-2022-40956,CVE-2022-40962,CVE-2022-40959,CVE-2022-40958",MFSA2022-42,"5,4","8,8",,01/05/2023 at 04:11:35 AM (GMT+0100),09/22/2022 at 03:20:05 PM (GMT+0200),Security Patch Installation,"""377602"": ""Security Patch Installation"","
377603,Apache Hadoop Command Injection Vulnerability,"Remote Discovery, Unix Authenticated Discovery, Patch Available",Local,CVE-2022-25168,Apache Hadoop,"7,5","9,8",,03/02/2023 at 02:31:02 PM (GMT+0100),09/26/2022 at 04:23:28 PM (GMT+0200),Security Patch Installation,"""377603"": ""Security Patch Installation"","
377607,"Zoho ManageEngine PAM360, Password Manager Pro, and Access Manager Plus Remote Code Execution (RCE) Vulnerability","Windows Authenticated Discovery, Patch Available, Exploit Available",Local,CVE-2022-35405,ManageEngine,10,"9,8",,01/12/2023 at 07:01:42 AM (GMT+0100),09/26/2022 at 04:23:28 PM (GMT+0200),Security Patch Installation,"""377607"": ""Security Patch Installation"","
377618,Zimbra Collaboration Remote Code Execution (RCE) Vulnerability,"Unix Authenticated Discovery, Exploit Available",Local,CVE-2022-41352,NVD,10,"9,8",,01/12/2023 at 07:01:16 AM (GMT+0100),10/08/2022 at 02:36:35 AM (GMT+0200),Workaround,"""377618"": ""Workaround"","
377620,Alibaba Cloud Linux Security Update for squid (ALINUX2-SA-2022:0042),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-41318,ALINUX2-SA-2022:0042,"5,4","8,6",,03/29/2023 at 12:03:55 PM (GMT+0200),10/10/2022 at 03:49:59 PM (GMT+0200),Security Patch Installation,"""377620"": ""Security Patch Installation"","
377621,Alibaba Cloud Linux Security Update for expat (ALINUX2-SA-2022:0041),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-40674,ALINUX2-SA-2022:0041,"5,4","8,1",,02/02/2023 at 04:11:43 AM (GMT+0100),10/10/2022 at 03:49:59 PM (GMT+0200),Security Patch Installation,"""377621"": ""Security Patch Installation"","
377623,Alibaba Cloud Linux Security Update for squid:4 (ALINUX3-SA-2022:0166),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-41318,ALINUX3-SA-2022:0166,"5,4","8,6",,03/29/2023 at 12:04:22 PM (GMT+0200),10/12/2022 at 03:05:05 PM (GMT+0200),Security Patch Installation,"""377623"": ""Security Patch Installation"","
377637,Micro-Star MSI Afterburner Privilege Escalation Vulnerability,"Windows Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,CVE-2019-16098,Afterburner Official Page,"7,2","7,8",,01/12/2023 at 03:25:00 AM (GMT+0100),10/18/2022 at 02:59:50 PM (GMT+0200),Security Patch Installation,"""377637"": ""Security Patch Installation"","
377639,Apache Commons Arbitrary Code Execution (ACE) Vulnerability (Text4Shell) (CVE-2022-42889),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-42889,Apache Commons Text,10,"9,8",,03/21/2023 at 01:30:50 PM (GMT+0100),10/21/2022 at 02:11:15 AM (GMT+0200),Security Patch Installation,"""377639"": ""Security Patch Installation"","
377640,Mozilla Firefox ESR Multiple Vulnerabilities (MFSA2022-45),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-42929,CVE-2022-42927,CVE-2022-42932,CVE-2022-42928",MFSA2022-45,"5,4","8,8",,01/05/2023 at 04:12:27 AM (GMT+0100),10/19/2022 at 05:18:14 PM (GMT+0200),Security Patch Installation,"""377640"": ""Security Patch Installation"","
377641,Mozilla Firefox Multiple Vulnerabilities (MFSA2022-44),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-42929,CVE-2022-42927,CVE-2022-42928,CVE-2022-42930,CVE-2022-42931,CVE-2022-42932,CVE-2022-46881,CVE-2022-46885",MFSA2022-44,"5,4","8,8",,02/07/2023 at 01:46:44 PM (GMT+0100),10/19/2022 at 05:18:14 PM (GMT+0200),Security Patch Installation,"""377641"": ""Security Patch Installation"","
377642,Oracle Java Standard Edition (SE) Critical Patch Update - October 2022 (CPUOCT2022),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-21628,CVE-2022-21626,CVE-2022-21618,CVE-2022-39399,CVE-2022-21624,CVE-2022-21619",Oracle Critical Patch Update Advisory - October 2022,"9,4","5,3",,02/28/2023 at 10:24:44 PM (GMT+0100),10/19/2022 at 06:18:04 AM (GMT+0200),Security Patch Installation,"""377642"": ""Security Patch Installation"","
377649,Oracle Coherence October 2022 Critical Patch Update (CPUOCT2022),"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2022-24823,CPUOCT2022,"1,9","5,5",,03/27/2023 at 02:28:59 PM (GMT+0200),10/19/2022 at 05:18:14 PM (GMT+0200),Security Patch Installation,"""377649"": ""Security Patch Installation"","
377651,Oracle MySQL Connector/ODBC Critical Patch Update (CPU) October 2022 (CPUOCT2022),"Windows Authenticated Discovery, Patch Available",Local,CVE-2022-2097,My SQL Connector/ODBC,5,"5,3",,02/08/2023 at 01:39:07 AM (GMT+0100),10/19/2022 at 05:18:14 PM (GMT+0200),Security Patch Installation,"""377651"": ""Security Patch Installation"","
377689,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2022-46),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-42928,CVE-2022-42932,CVE-2022-42927,CVE-2022-42929",MFSA2022-46,"5,4","8,8",,01/05/2023 at 04:13:01 AM (GMT+0100),10/26/2022 at 03:29:13 PM (GMT+0200),Security Patch Installation,"""377689"": ""Security Patch Installation"","
377691,Apple Safari Multiple Vulnerabilities (HT213495),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2022-42823,CVE-2022-42799,CVE-2022-42824,CVE-2022-32922,CVE-2022-32923,CVE-2022-42826",HT213495,"5,4","8,8",,01/02/2023 at 01:14:47 PM (GMT+0100),10/26/2022 at 03:29:13 PM (GMT+0200),Security Patch Installation,"""377691"": ""Security Patch Installation"","
377692,Apple macOS Big Sur 11.7.1 Not Installed (HT213493),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2022-32862,CVE-2022-42825,CVE-2022-28739,CVE-2022-32941,CVE-2022-32944,CVE-2022-37434,CVE-2022-42798,CVE-2022-42800,CVE-2022-46713,CVE-2022-46723",HT213493,"4,3","9,8",,03/18/2023 at 04:44:12 PM (GMT+0100),10/26/2022 at 03:29:13 PM (GMT+0200),Security Patch Installation,"""377692"": ""Security Patch Installation"","
377693,Apple macOS Monterey 12.6.1 Not Installed (HT213494),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2022-32862,CVE-2022-42825,CVE-2022-28739,CVE-2022-32941,CVE-2022-32944,CVE-2022-37434,CVE-2022-42798,CVE-2022-42800,CVE-2022-42801,CVE-2022-42803,CVE-2022-42823,CVE-2022-46713,CVE-2022-46723",HT213494,"4,3","9,8",,03/20/2023 at 03:06:55 PM (GMT+0100),10/26/2022 at 03:29:13 PM (GMT+0200),Security Patch Installation,"""377693"": ""Security Patch Installation"","
377699,IBM WebSphere Application Server Cross-Site Scripting (XSS) Vulnerability (6603417),"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2022-22477,6603417,"6,4","6,1",,03/21/2023 at 11:04:00 AM (GMT+0100),03/20/2023 at 01:58:48 PM (GMT+0100),Security Patch Installation,"""377699"": ""Security Patch Installation"","
377702,F5 BIG-IP Linux kernel vulnerability for cve-2021-4083 (K52379673),Unix Authenticated Discovery,Local,CVE-2021-4083,K52379673,"6,9",7,,01/26/2023 at 01:05:16 AM (GMT+0100),10/31/2022 at 02:44:12 PM (GMT+0100),Workaround,"""377702"": ""Workaround"","
377712,Alibaba Cloud Linux Security Update for libksba (ALINUX2-SA-2022:0048),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-3515,ALINUX2-SA-2022:0048,"5,4","9,8",,01/21/2023 at 01:03:40 PM (GMT+0100),10/31/2022 at 02:44:12 PM (GMT+0100),Security Patch Installation,"""377712"": ""Security Patch Installation"","
377714,Alibaba Cloud Linux Security Update for expat (ALINUX3-SA-2022:0169),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-40674,ALINUX3-SA-2022:0169,"5,4","8,1",,02/02/2023 at 04:12:35 AM (GMT+0100),10/31/2022 at 02:44:12 PM (GMT+0100),Security Patch Installation,"""377714"": ""Security Patch Installation"","
377716,Alibaba Cloud Linux Security Update for libksba (ALINUX3-SA-2022:0174),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-3515,ALINUX3-SA-2022:0174,"5,4","9,8",,01/21/2023 at 01:03:41 PM (GMT+0100),10/31/2022 at 02:44:12 PM (GMT+0100),Security Patch Installation,"""377716"": ""Security Patch Installation"","
377731,F5 BIG-IP Expat Vulnerability cve-2022-40674 (K44454157),Unix Authenticated Discovery,Local,CVE-2022-40674,K44454157,"5,4","8,1",,02/02/2023 at 04:12:34 AM (GMT+0100),11/02/2022 at 03:10:48 PM (GMT+0100),Workaround,"""377731"": ""Workaround"","
377735,Apple Xcode Prior to 14.1 Vulnerabilities (HT213496),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2022-42797,CVE-2022-29187,CVE-2022-39260,CVE-2022-39253",HT213496,"6,9","8,8",,02/07/2023 at 01:07:37 PM (GMT+0100),02/06/2023 at 02:05:23 PM (GMT+0100),Security Patch Installation,"""377735"": ""Security Patch Installation"","
377750,Foxit PDF Reader and Foxit PDF Editor Prior to 12.0.2 Multiple Security Vulnerabilities,"Windows Authenticated Discovery, Patch Available",Local,"CVE-2022-32774,CVE-2022-38097,CVE-2022-37332,CVE-2022-40129","Foxit PhantomPDF 10.1.10, Foxit PDF Editor 11.2.4, Foxit PDF Reader 12.0.2 and Foxit PDF Editor 12.0.2","7,5","7,8",,01/02/2023 at 08:14:31 AM (GMT+0100),11/09/2022 at 02:05:27 PM (GMT+0100),Security Patch Installation,"""377750"": ""Security Patch Installation"","
377751,Citrix Application Delivery Controller (ADC) and Citrix Gateway Authentication Bypass Vulnerabilities (CTX463706),"Unix Authenticated Discovery, Patch Available, Malware Associated",Local,CVE-2022-27510,CTX463706,8,"9,8",,03/20/2023 at 01:36:39 PM (GMT+0100),11/09/2022 at 02:05:27 PM (GMT+0100),Security Patch Installation,"""377751"": ""Security Patch Installation"","
377753,Citrix Application Delivery Controller (ADC) and Citrix Gateway Protection Mechanism Failure Vulnerabilities (CTX463706),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-27516,CTX463706,8,"9,8",,03/20/2023 at 01:36:39 PM (GMT+0100),11/09/2022 at 02:05:28 PM (GMT+0100),Security Patch Installation,"""377753"": ""Security Patch Installation"","
377755,IBM WebSphere Application Server Hypertext Transfer Protocol (HTTP) Header Injection Vulnerability (6618747),"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2022-34165,6618747,"6,4","5,4",,01/05/2023 at 07:03:34 PM (GMT+0100),01/05/2023 at 02:06:35 PM (GMT+0100),Security Patch Installation,"""377755"": ""Security Patch Installation"","
377766,Alibaba Cloud Linux Security Update for cloud-kernel (ALINUX2-SA-2022:0049),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2022-1734,CVE-2021-4037,CVE-2022-2318,CVE-2022-2588,CVE-2022-28390,CVE-2022-28389,CVE-2022-30594,CVE-2022-27223,CVE-2022-28388,CVE-2022-25258,CVE-2022-3202,CVE-2021-4159,CVE-2022-1679,CVE-2022-1184,CVE-2022-39188,CVE-2022-24958,CVE-2022-1048,CVE-2022-1198,CVE-2022-26490,CVE-2022-2153,CVE-2021-33656,CVE-2022-2602,CVE-2022-1462,CVE-2022-36946",ALINUX2-SA-2022:0049,"7,2","8,8",,01/12/2023 at 07:01:23 AM (GMT+0100),11/16/2022 at 01:35:43 PM (GMT+0100),Security Patch Installation,"""377766"": ""Security Patch Installation"","
377769,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2022-49),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-45408,CVE-2022-45410,CVE-2022-45405,CVE-2022-45418,CVE-2022-45412,CVE-2022-45416,CVE-2022-45404,CVE-2022-45406,CVE-2022-45421,CVE-2022-45403,CVE-2022-45409,CVE-2022-45411,CVE-2022-45420",MFSA2022-49,"5,4","9,8",,01/05/2023 at 01:03:37 PM (GMT+0100),11/16/2022 at 01:35:43 PM (GMT+0100),Security Patch Installation,"""377769"": ""Security Patch Installation"","
377770,Mozilla Firefox ESR Multiple Vulnerabilities (MFSA2022-48),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-45408,CVE-2022-45410,CVE-2022-45405,CVE-2022-45418,CVE-2022-45412,CVE-2022-45416,CVE-2022-45404,CVE-2022-45406,CVE-2022-45421,CVE-2022-45403,CVE-2022-45409,CVE-2022-45411,CVE-2022-45420",MFSA2022-48,"5,4","9,8",,01/05/2023 at 01:03:37 PM (GMT+0100),11/16/2022 at 01:35:43 PM (GMT+0100),Security Patch Installation,"""377770"": ""Security Patch Installation"","
377781,F5 BIG-IP Appliance mode icontrol rest Vulnerability cve-2022-41800 (K13325942),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-41800,K13325942,"5,4","8,7",,02/14/2023 at 02:31:14 PM (GMT+0100),11/17/2022 at 03:05:33 PM (GMT+0100),Security Patch Installation,"""377781"": ""Security Patch Installation"","
377782,F5 BIG-IP Icontrol Simple Object Access Protocol (SOAP) Vulnerability cve-2022-41622 (K94221585),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-41622,K94221585,"5,4","8,8",,02/14/2023 at 02:31:14 PM (GMT+0100),11/17/2022 at 03:05:33 PM (GMT+0100),Security Patch Installation,"""377782"": ""Security Patch Installation"","
377794,Google Chrome Prior to 107.0.5304.121 Multiple Vulnerabilities,"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2022-4135,Google Chrome 107.0.5304.121,"5,4","9,6",,01/05/2023 at 01:00:50 PM (GMT+0100),11/25/2022 at 10:26:09 AM (GMT+0100),Security Patch Installation,"""377794"": ""Security Patch Installation"","
377798,Microsoft Edge Based on Chromium Prior to 107.0.1418.62/ Extended Version 106.0.1370.86 has Multiple Vulnerabilities,"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2022-4135,Edge (chromium based) 107.0.1418.62,"5,4","9,6",,01/05/2023 at 01:00:46 PM (GMT+0100),11/29/2022 at 03:17:38 PM (GMT+0100),Security Patch Installation,"""377798"": ""Security Patch Installation"","
377799,F5 BIG-IP Bind Vulnerability cve-2022-2795 (K11742512) (Deprecated),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-2795,K11742512,"5,4","7,5",,03/14/2023 at 03:15:12 PM (GMT+0100),12/15/2022 at 01:34:57 PM (GMT+0100),Security Patch Installation,"""377799"": ""Security Patch Installation"","
377800,Snapd Race Condition Vulnerability,"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-3328,Security release 2.57.6,"7,2","7,3",,03/30/2023 at 02:05:48 AM (GMT+0200),12/01/2022 at 01:02:16 AM (GMT+0100),Security Patch Installation,"""377800"": ""Security Patch Installation"","
377803,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2022-50),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-3033,CVE-2022-45414",MFSA2022-50,"5,4","8,1",,01/04/2023 at 04:12:41 AM (GMT+0100),12/01/2022 at 02:25:48 PM (GMT+0100),Security Patch Installation,"""377803"": ""Security Patch Installation"","
377805,Microsoft Edge Based on Chromium Prior to 108.0.1462.41 Multiple Vulnerabilities,"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-4262,CVE-2022-44708,CVE-2022-4195,CVE-2022-4194,CVE-2022-4193,CVE-2022-4192,CVE-2022-4191,CVE-2022-4190,CVE-2022-4189,CVE-2022-4188,CVE-2022-4187,CVE-2022-4186,CVE-2022-4185,CVE-2022-4184,CVE-2022-4183,CVE-2022-4182,CVE-2022-4181,CVE-2022-4180,CVE-2022-4179,CVE-2022-4178,CVE-2022-4177,CVE-2022-4175,CVE-2022-4174,CVE-2022-44708,CVE-2022-44688,CVE-2022-41115",Edge (chromium based) 108.0.1462.41,"5,4","8,8",,01/05/2023 at 01:00:47 PM (GMT+0100),12/06/2022 at 02:17:41 PM (GMT+0100),Security Patch Installation,"""377805"": ""Security Patch Installation"","
377815,Tableau Server Path Traversal Remote Code Execution (RCE) Vulnerability,"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2022-22128,Tableau Server,"4,3","9,8",,01/05/2023 at 01:03:21 PM (GMT+0100),01/04/2023 at 01:56:43 PM (GMT+0100),Security Patch Installation,"""377815"": ""Security Patch Installation"","
377816,Alibaba Cloud Linux Security Update for krb5 (ALINUX2-SA-2022:0055),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-42898,ALINUX2-SA-2022:0055,"5,4","8,8",,01/06/2023 at 01:03:36 PM (GMT+0100),12/12/2022 at 01:35:24 PM (GMT+0100),Security Patch Installation,"""377816"": ""Security Patch Installation"","
377818,Alibaba Cloud Linux Security Update for krb5 (ALINUX3-SA-2022:0186),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-42898,ALINUX3-SA-2022:0186,"5,4","8,8",,01/06/2023 at 01:03:36 PM (GMT+0100),12/12/2022 at 01:35:24 PM (GMT+0100),Security Patch Installation,"""377818"": ""Security Patch Installation"","
377820,IBM WebSphere Application Server server-side request forgery (6824179),"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2022-35282,6824179,"5,8","6,5",,01/09/2023 at 07:03:54 PM (GMT+0100),01/09/2023 at 02:04:17 PM (GMT+0100),Security Patch Installation,"""377820"": ""Security Patch Installation"","
377821,F5 BIG-IP Multiple Vulnerabilities (K35253541),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2020-14779,CVE-2020-14781,CVE-2020-14782,CVE-2020-14797",K35253541,"4,3","3,7",,03/09/2023 at 01:46:46 PM (GMT+0100),03/09/2023 at 01:46:46 PM (GMT+0100),Security Patch Installation,"""377821"": ""Security Patch Installation"","
377825,Citrix Application Delivery Controller (ADC) and Citrix Gateway Arbitrary Code Execution Vulnerability (CTX474995),"Unix Authenticated Discovery, Patch Available",Local,CVE-2022-27518,CTX474995,"9,3","9,8",,03/20/2023 at 01:36:39 PM (GMT+0100),12/14/2022 at 01:48:14 PM (GMT+0100),Security Patch Installation,"""377825"": ""Security Patch Installation"","
377827,Mozilla Thunderbird Multiple Vulnerabilities (MFSA2022-53),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-46880,CVE-2022-46874,CVE-2022-46882,CVE-2022-46878,CVE-2022-46872,CVE-2022-46875,CVE-2022-46881",MFSA2022-53,"5,4","9,8",,01/05/2023 at 01:03:22 PM (GMT+0100),12/14/2022 at 01:48:14 PM (GMT+0100),Security Patch Installation,"""377827"": ""Security Patch Installation"","
377828,Mozilla Firefox ESR Multiple Vulnerabilities (MFSA2022-52),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2022-46880,CVE-2022-46874,CVE-2022-46882,CVE-2022-46878,CVE-2022-46872,CVE-2022-46875,CVE-2022-46881",MFSA2022-52,"5,4","9,8",,01/05/2023 at 01:03:22 PM (GMT+0100),12/14/2022 at 01:48:14 PM (GMT+0100),Security Patch Installation,"""377828"": ""Security Patch Installation"","
